title,abstract,source
Large-scale phenotypic and genomic characterization of Listeria monocytogenes susceptibility to quaternary ammonium compounds,"Listeria monocytogenes is a significant concern for the food industry due to its ability to persist in the food processing environment. Decreased susceptibility to disinfectants is one of the factors that contribute to the persistence of L. monocytogenes. The objective of this study was to explore the diversity of L. monocytogenes susceptibility to quaternary ammonium compounds (QACs) using 1,671 L. monocytogenes isolates. This was used to determine the phenotype-genotype concordance and characterize genomes of the QAC sensitive and tolerant isolates for stress resistance, virulence and plasmid replicon genes. Distribution of QAC tolerance genes among 37,897 publicly available L. monocytogenes genomes were also examined. The minimum inhibitory concentration to QACs was determined by the broth microdilution method and non-sequenced isolates (n=1,244) were whole genome sequenced. Genotype-phenotype concordance was 99% for benzalkonium chloride, DDAC and a commercial QAC based sanitizer. Prevalence of QAC tolerance genes was 23% and 28% in our L. monocytogenes collection and in the global dataset, respectively. qacH was the most prevalent gene in our collection (61%), with 19% prevalence in the global dataset. Notably, bcrABC was most common (72%) globally, while 25% in our collection. Prevalence of emrC and emrE was comparable in both datasets, 7% and 2%, respectively. Replicon genes, indicative of plasmid harborage, were detected in 44% of the isolates and associated with the QAC tolerant phenotype. The presented analysis is based on the biggest L. monocytogenes collection in diversity and quantity for characterization of the L. monocytogenes QAC tolerance at both phenotypic and genomic levels.  IMPORTANCEContamination of Listeria monocytogenes within the food processing environment is of concern to the food industry due to challenges in eradicating the pathogen once it becomes persistent in the environment. Genetic markers associated with increased tolerance to disinfectants have been identified, which alongside factors favor the persistence of L. monocytogenes in the production environment. By employing a comprehensive large-scale phenotypic testing and genomic analysis our study significantly enhances the understanding of the prevalence of quaternary ammonium compound (QAC) tolerant L. monocytogenes and the genetic determinants associated with the increased tolerance. Furthermore, we report on the prevalence of QAC tolerance genes among 37,897 publicly available L. monocytogenes sequences and their distribution within clonal complexes, isolation sources and geographical locations. As the propagation of QAC tolerance showed not be evenly distributed globally this highlights that understanding the development of L. monocytogenes disinfectant tolerance can be monitored using publicly available WGS data",biorxiv
Attitudes Toward Use of an APOL1 Genetic Testing Chatbot in Living Kidney Donor Evaluation: A Focus Group Study,"Living kidney donor (LKD) candidates of African ancestry are increasingly asked to undergo Apolipoprotein L1 (APOL1) genetic testing during the donor evaluation process to better understand their risk of kidney disease. LKD candidates' attitudes about using a clinical chatbot on APOL1 remain unknown. This study builds on prior work to culturally adapt the Gia (Genetic Information Assistant) chatbot on APOL1 by assessing donor, recipient, and community member attitudes about the Gia chatbot for enhancing the integration of APOL1 testing into the LKD clinical evaluation workflow. This study involved focus groups and a post-focus group survey in two US cities about the APOL1 Gia chatbot. Qualitative data were analyzed via thematic analysis, and descriptive statistics were used for demographic data. We conducted 10 focus groups including 54 participants (25 LKDs, 23 community members, and 6 living donor kidney transplant recipients of African ancestry). Five themes emerged: (1) participants supported LKD candidates using the Gia chatbot before the nephrologist clinic visit, (2) participants were interested in undergoing APOL1 testing after using Gia, (3) APOL1 testing costs may influence LKD candidates' willingness to get tested, (4) patients of African ancestry may hold varying preferences for using chatbots in the healthcare setting, and (5) individual-level barriers may limit the use of Gia in the healthcare setting. Individuals of African ancestry were highly receptive to integrating the APOL1 chatbot into LKD candidate clinical evaluation, which bodes well for integrating chatbots into the APOL1 clinical genetic testing process",PubMed
The ivory lncRNA regulates seasonal color patterns in buckeye butterflies,"Long non-coding RNAs (lncRNAs) are transcribed elements increasingly recognized for their roles in regulating gene expression. Thus far, however, we have little understanding of how lncRNAs contribute to evolution and adaptation. Here we show that a conserved lncRNA, ivory, is an important color patterning gene in the buckeye butterfly Junonia coenia. ivory overlaps with cortex, a locus linked to multiple cases of crypsis and mimicry in Lepidoptera. Along with a companion paper by Livraghi et. al., we argue that ivory, not cortex, is the color pattern gene of interest at this locus. In J. coenia a cluster of cis-regulatory elements (CREs) in the first intron of ivory are genetically associated with natural variation in seasonal color pattern plasticity, and targeted deletions of these CREs phenocopy seasonal phenotypes. Deletions of different ivory CREs produce other distinct phenotypes as well, including loss of melanic eyespot rings, and positive and negative changes in overall wing pigmentation. We show that the color pattern transcription factors Spineless, Bric-a-brac, and Ftz-f1 bind to the ivory promoter during wing pattern development, suggesting that they directly regulate ivory. This case study demonstrates how cis-regulation of a single non-coding RNA can exert diverse and nuanced effects on the evolution and development of color patterns, including modulating seasonally plastic color patterns.  SignificanceThe genomic locus hosting the cortex gene has been linked to numerous cases of color pattern adaptation in moths and butterflies, including crypsis, mimicry, and seasonal polyphenism. Here we show in buckeye butterflies that the actual color pattern gene at the cortex locus is an evolutionarily conserved long non-coding RNA (lncRNA), dubbed ivory, that overlaps with cortex. Compared with other wing pattern genes, ivory stands out because of the highly nuanced, quantitative changes in pigmentation that can be achieved by manipulating adjacent cis-regulatory sequences. This study highlights how lncRNAs can be important factors underlying morphological evolution, and emphasizes the importance of considering non-coding transcripts in comparative genomics",biorxiv
Loss of Polycomb Repressive Complex 2 function causes asparaginase resistance in T-acute lymphoblastic leukemia through decreased WNT pathway activity,"Loss-of-function mutations and deletions in core components of the epigenetic Polycomb Repressive Complex 2 (PRC2) are associated with poor prognosis and treatment resistance in T-acute lymphoblastic leukemia (T-ALL). We leveraged clinical mutational and transcriptional data to identify a functional link between PRC2 alterations and changes in WNT signaling pathway activity in leukemia cells. Computational integration of transcriptomic, proteomic and phosphoproteomic data from an isogenic T-ALL cellular model revealed reduced activity of the WNT-dependent stabilization of proteins (WNT/STOP) pathway in cells lacking core PRC2 factor EZH2. We discovered that PRC2 loss significantly reduced sensitivity to key T-ALL treatment asparaginase, and that this was mechanistically linked to increased cellular ubiquitination levels that bolstered leukemia cell asparagine reserves. We further found that asparaginase resistance in PRC2-depleted leukemic blasts could be mitigated by pharmaceutical proteasome inhibition, thereby providing a novel and clinically tractable means to tackle induction treatment failure in high-risk T-ALL",biorxiv
LumVertCancNet: A novel 3D lumbar vertebral body cancellous bone location and segmentation method based on hybrid Swin-transformer,"Lumbar vertebral body cancellous bone location and segmentation is crucial in an automated lumbar spine processing pipeline. Accurate and reliable analysis of lumbar spine image is expected to advantage practical medical diagnosis and population-based analysis of bone strength. However, the design of automated algorithms for lumbar spine processing is demanding due to significant anatomical variations and scarcity of publicly available data. In recent years, convolutional neural network (CNN) and vision transformers (Vits) have been the de facto standard in medical image segmentation. Although adept at capturing global features, the inherent bias of locality and weight sharing of CNN constrains its capacity to model long-range dependency. In contrast, Vits excel at long-range dependency modeling, but they may not generalize well with limited datasets due to the lack of inductive biases inherent to CNN. In this paper, we propose a deep learning-based two-stage coarse-to-fine solution to address the problem of automatic location and segmentation of lumbar vertebral body cancellous bone. Specifically, in the first stage, a Swin-transformer based model is applied to predict the heatmap of lumbar vertebral body centroids. Considering the characteristic anatomical structure of lumbar spine, we propose a novel loss function called LumAnatomy loss, which enforces the order and bend of the predicted vertebral body centroids. To inherit the excellence of CNN and Vits while preventing their respective limitations, in the second stage, we propose an encoder-decoder network to segment the identified lumbar vertebral body cancellous bone, which consists of two parallel encoders, i.e., a Swin-transformer encoder and a CNN encoder. To enhance the combination of CNNs and Vits, we propose a novel multi-scale attention feature fusion module (MSA-FFM), which address issues that arise when fusing features given at different encoders. To tackle the issue of lack of data, we raise the first large-scale lumbar vertebral body cancellous bone segmentation dataset called LumVBCanSeg containing a total of 185 CT scans annotated at voxel level by 3 physicians. Extensive experimental results on the LumVBCanSeg dataset demonstrate the proposed algorithm outperform other state-of-the-art medical image segmentation methods. The data is publicly available at: https://zenodo.org/record/8181250. The implementation of the proposed method is available at: https://github.com/sia405yd/LumVertCancNet",PubMed
Enhancing patient representation learning with inferred family pedigrees improves disease risk prediction,"Machine learning and deep learning are powerful tools for analyzing electronic health records (EHRs) in healthcare research. Although family health history has been recognized as a major predictor for a wide spectrum of diseases, research has so far adopted a limited view of family relations, essentially treating patients as independent samples in the analysis. To address this gap, we present ALIGATEHR, which models inferred family relations in a graph attention network augmented with an attention-based medical ontology representation, thus accounting for the complex influence of genetics, shared environmental exposures, and disease dependencies. Taking disease risk prediction as a use case, we demonstrate that explicitly modeling family relations significantly improves predictions across the disease spectrum. We then show how ALIGATEHR's attention mechanism, which links patients' disease risk to their relatives' clinical profiles, successfully captures genetic aspects of diseases using longitudinal EHR diagnosis data. Finally, we use ALIGATEHR to successfully distinguish the 2 main inflammatory bowel disease subtypes with highly shared risk factors and symptoms (Crohn's disease and ulcerative colitis). Overall, our results highlight that family relations should not be overlooked in EHR research and illustrate ALIGATEHR's great potential for enhancing patient representation learning for predictive and interpretable modeling of EHRs",PubMed
Genetic factors associated with reasons for clinical trial stoppage,"Many drug discovery projects are started but few progress fully through clinical trials to approval. Previous work has shown that human genetics support for the therapeutic hypothesis increases the chance of trial progression. Here, we applied natural language processing to classify the free-text reasons for 28,561 clinical trials that stopped before their endpoints were met. We then evaluated these classes in light of the underlying evidence for the therapeutic hypothesis and target properties. We found that trials are more likely to stop because of a lack of efficacy in the absence of strong genetic evidence from human populations or genetically modified animal models. Furthermore, certain trials are more likely to stop for safety reasons if the drug target gene is highly constrained in human populations and if the gene is broadly expressed across tissues. These results support the growing use of human genetics to evaluate targets for drug discovery programs",PubMed
Why Clinical Trials Stop: The Role of Genetics,"Many drug discovery projects are started, but few progress fully through clinical trials to approval. Previous work has shown that human genetics support for the therapeutic hypothesis increases the chance of trial progression. Here, we applied natural language processing to classify the freetext reasons for 28,842 clinical trials that stopped before their endpoints were met. We then evaluated these classes in the light of the underlying evidence for the therapeutic hypothesis and target properties. We show that trials are more likely to stop due to lack of efficacy in the absence of strong genetic evidence from human populations or genetically-modified animal models. Furthermore, trials are more likely to stop for safety reasons if the drug target gene is highly constrained in human populations and if the gene is not selectively expressed. These results support the growing use of human genetics to evaluate targets for drug discovery programmes",medrxiv
Digital ECMT Cancer Trial Matching Tool: an Open Source Research Application to Support Oncologists in the Identification of Precision Medicine Clinical Trials,"Matching patients with cancer to precision medicine clinical trials on the basis of their tumor genotype has the potential to improve outcomes for patients who have exhausted standard-of-care treatment options. However, the matching process presents a substantial challenge because of the number of clinical trials available. We describe a free, open source research tool designed to extract relevant trial information to support oncologists in the matching process, and we illustrate its utility with recent case studies of patients who were matched to trials using this tool. Trial records are sourced from ClinicalTrials.gov and indexed using natural language processing techniques, including named entity recognition, term normalization, and relationship extraction. Relationships between trials and genetic alterations are assigned scores on the basis of a rule-based system. All data are updated daily. A user interface is provided via R Shiny app. An instance of the trial match tool, configured for UK clinical trials, is hosted by the digital Experimental Cancer Medicine Team (see link in Data Sharing Statement). Users select the relevant cancer type and genetic alteration(s). Matching studies are ranked according to the score assigned for the selected genetic alterations. Results may be downloaded and attached to the patient's health record if desired. The tool is currently being used to support the ongoing TARGET National study, which aims to match up to 6,000 patients to early phase clinical trials. We present three case studies that exemplify relationships between genetic alterations and studies. With increasing numbers of precision medicine treatments and as comprehensive molecular profiling of tumor samples becomes more common, decision support tools are likely to become increasingly important. This work represents an important step toward the development and wider implementation of such systems",PubMed
Generating 3D Brain Tumor Regions in MRI using Vector-Quantization Generative Adversarial Networks,"Medical image analysis has significantly benefited from advancements in deep learning, particularly in the application of Generative Adversarial Networks (GANs) for generating realistic and diverse images that can augment training datasets. However, the effectiveness of such approaches is often limited by the amount of available data in clinical settings. Additionally, the common GAN-based approach is to generate entire image volumes, rather than solely the region of interest (ROI). Research on deep learning-based brain tumor classification using MRI has shown that it is easier to classify the tumor ROIs compared to the entire image volumes. In this work, we present a novel framework that uses vector-quantization GAN and a transformer incorporating masked token modeling to generate high-resolution and diverse 3D brain tumor ROIs that can be directly used as augmented data for the classification of brain tumor ROI. We apply our method to two imbalanced datasets where we augment the minority class: (1) the Multimodal Brain Tumor Segmentation Challenge (BraTS) 2019 dataset to generate new low-grade glioma (LGG) ROIs to balance with high-grade glioma (HGG) class; (2) the internal pediatric LGG (pLGG) dataset tumor ROIs with BRAF V600E Mutation genetic marker to balance with BRAF Fusion genetic marker class. We show that the proposed method outperforms various baseline models in both qualitative and quantitative measurements. The generated data was used to balance the data in the brain tumor types classification task. Using the augmented data, our approach surpasses baseline models by 6.4% in AUC on the BraTS 2019 dataset and 4.3% in AUC on our internal pLGG dataset. The results indicate the generated tumor ROIs can effectively address the imbalanced data problem. Our proposed method has the potential to facilitate an accurate diagnosis of rare brain tumors using MRI scans",arXiv
Generating 3D brain tumor regions in MRI using vector-quantization Generative Adversarial Networks,"Medical image analysis has significantly benefited from advancements in deep learning, particularly in the application of Generative Adversarial Networks (GANs) for generating realistic and diverse images that can augment training datasets. The common GAN-based approach is to generate entire image volumes, rather than the region of interest (ROI). Research on deep learning-based brain tumor classification using MRI has shown that it is easier to classify the tumor ROIs compared to the entire image volumes. In this work, we present a novel framework that uses vector-quantization GAN and a transformer incorporating masked token modeling to generate high-resolution and diverse 3D brain tumor ROIs that can be used as additional data for tumor ROI classification. We apply our method to two imbalanced datasets where we augment the minority class: (1) low-grade glioma (LGG) ROIs from the Multimodal Brain Tumor Segmentation Challenge (BraTS) 2019 dataset; (2) BRAF V600E Mutation genetic marker tumor ROIs from the internal pediatric LGG (pLGG) dataset. We show that the proposed method outperforms various baseline models qualitatively and quantitatively. The generated data was used to balance the data to classify brain tumor types. Our approach demonstrates superior performance, surpassing baseline models by 6.4% in the area under the ROC curve (AUC) on the BraTS 2019 dataset and 4.3% in the AUC on the internal pLGG dataset. The results indicate the generated tumor ROIs can effectively address the imbalanced data problem. Our proposed method has the potential to facilitate an accurate diagnosis of rare brain tumors using MRI scans",PubMed
Integration of natural and deep artificial cognitive models in medical images: BERT-based NER and relation extraction for electronic medical records,"Medical images and signals are important data sources in the medical field, and they contain key information such as patients' physiology, pathology, and genetics. However, due to the complexity and diversity of medical images and signals, resulting in difficulties in medical knowledge acquisition and decision support. In order to solve this problem, this paper proposes an end-to-end framework based on BERT for NER and RE tasks in electronic medical records. Our framework first integrates NER and RE tasks into a unified model, adopting an end-to-end processing manner, which removes the limitation and error propagation of multiple independent steps in traditional methods. Second, by pre-training and fine-tuning the BERT model on large-scale electronic medical record data, we enable the model to obtain rich semantic representation capabilities that adapt to the needs of medical fields and tasks. Finally, through multi-task learning, we enable the model to make full use of the correlation and complementarity between NER and RE tasks, and improve the generalization ability and effect of the model on different data sets. We conduct experimental evaluation on four electronic medical record datasets, and the model significantly out performs other methods on different datasets in the NER task. In the RE task, the EMLB model also achieved advantages on different data sets, especially in the multi-task learning mode, its performance has been significantly improved, and the ETE and MTL modules performed well in terms of comprehensive precision and recall. Our research provides an innovative solution for medical image and signal data",PubMed
MedLexSp - a medical lexicon for Spanish medical natural language processing,"Medical lexicons enable the natural language processing (NLP) of health texts. Lexicons gather terms and concepts from thesauri and ontologies, and linguistic data for part-of-speech (PoS) tagging, lemmatization or natural language generation. To date, there is no such type of resource for Spanish. This article describes an unified medical lexicon for Medical Natural Language Processing in Spanish. MedLexSp includes terms and inflected word forms with PoS information and Unified Medical Language System[Formula: see text] (UMLS) semantic types, groups and Concept Unique Identifiers (CUIs). To create it, we used NLP techniques and domain corpora (e.g. MedlinePlus). We also collected terms from the Dictionary of Medical Terms from the Spanish Royal Academy of Medicine, the Medical Subject Headings (MeSH), the Systematized Nomenclature of Medicine - Clinical Terms (SNOMED-CT), the Medical Dictionary for Regulatory Activities Terminology (MedDRA), the International Classification of Diseases vs. 10, the Anatomical Therapeutic Chemical Classification, the National Cancer Institute (NCI) Dictionary, the Online Mendelian Inheritance in Man (OMIM) and OrphaData. Terms related to COVID-19 were assembled by applying a similarity-based approach with word embeddings trained on a large corpus. MedLexSp includes 100 887 lemmas, 302 543 inflected forms (conjugated verbs, and number/gender variants), and 42 958 UMLS CUIs. We report two use cases of MedLexSp. First, applying the lexicon to pre-annotate a corpus of 1200 texts related to clinical trials. Second, PoS tagging and lemmatizing texts about clinical cases. MedLexSp improved the scores for PoS tagging and lemmatization compared to the default Spacy and Stanza python libraries. The lexicon is distributed in a delimiter-separated value file; an XML file with the Lexical Markup Framework; a lemmatizer module for the Spacy and Stanza libraries; and complementary Lexical Record (LR) files. The embeddings and code to extract COVID-19 terms, and the Spacy and Stanza lemmatizers enriched with medical terms are provided in a public repository",PubMed
MGI: Multimodal Contrastive pre-training of Genomic and Medical Imaging,"Medicine is inherently a multimodal discipline. Medical images can reflect the pathological changes of cancer and tumors, while the expression of specific genes can influence their morphological characteristics. However, most deep learning models employed for these medical tasks are unimodal, making predictions using either image data or genomic data exclusively. In this paper, we propose a multimodal pre-training framework that jointly incorporates genomics and medical images for downstream tasks. To address the issues of high computational complexity and difficulty in capturing long-range dependencies in genes sequence modeling with MLP or Transformer architectures, we utilize Mamba to model these long genomic sequences. We aligns medical images and genes using a self-supervised contrastive learning approach which combines the Mamba as a genetic encoder and the Vision Transformer (ViT) as a medical image encoder. We pre-trained on the TCGA dataset using paired gene expression data and imaging data, and fine-tuned it for downstream tumor segmentation tasks. The results show that our model outperformed a wide range of related methods",arXiv
