T1,T2,T3,T4,T5,T6,T7,T8,source
0.027120095,0.19908372,0.010387147,0.5599073,0.0026031176,0.0010296876,0.16293447,0.036934435,PubMed
0.015090462,0.1681889,0.13989644,0.0034787252,0.0038741098,0.27113917,0.110799775,0.28753245,PubMed
0.096035704,0.14534913,0.06654454,0.23569056,0.04641625,0.14165996,0.23918384,0.029120004,Preprints
0.4253675,0.008850381,0.22789332,0.030690549,0.14410475,0.12419848,0.037223198,0.0016717757,PubMed
0.14436077,0.11019838,0.352567,0.13050444,0.16959943,0.0014802838,0.08891536,0.0023743266,PubMed
0.1657226,0.25616392,0.08259711,0.40984398,0.0024876986,0.0011976713,0.08004765,0.0019393805,PubMed
0.1754571,0.10957287,0.5652687,0.060832154,0.036854777,0.0006793852,0.0502022,0.0011328137,Preprints
0.23613709,0.057358183,0.07800061,0.51312894,0.03391569,0.001276966,0.07814718,0.0020353352,PubMed
0.23817782,0.08878413,0.22658345,0.019734005,0.20548224,0.037518736,0.0082027465,0.17551686,PubMed
0.3638839,0.023951272,0.42954817,0.008987039,0.0015881376,0.13513114,0.018643709,0.01826663,PubMed
0.33702078,0.015172594,0.5072977,0.0017505165,0.0019722192,0.13141507,0.0038293793,0.0015417722,Preprints
0.22581913,0.005316464,0.37821952,0.0948018,0.002740222,0.1586444,0.11181139,0.022647064,PubMed
0.56191087,0.06542221,0.10505862,0.117218584,0.0025520008,0.12176632,0.024121728,0.0019496569,PubMed
0.64757717,0.0038789427,0.13114363,0.0015619132,0.12119355,0.00083376205,0.09247639,0.0013346744,PubMed
0.027026087,0.19611333,0.2463636,0.0019640632,0.18431889,0.28470606,0.05781141,0.0016965861,PubMed
0.2754933,0.2601608,0.00052946876,0.0007881137,0.39608032,0.044857137,0.02144262,0.00064821064,PubMed
0.19488199,0.07516021,0.11071014,0.42695087,0.0026163259,0.0012768428,0.06904082,0.119362816,PubMed
0.24076232,0.04604371,0.24696442,0.0038743024,0.00414631,0.32911494,0.12589517,0.0031987887,PubMed
0.21439661,0.49300525,0.22162409,0.04107476,0.0029532586,0.0014965081,0.023047516,0.0024020611,PubMed
0.3047213,0.12213607,0.0870712,0.089480214,0.0021300353,0.17844729,0.1850851,0.030928789,Preprints
0.14059022,0.4029519,0.055453606,0.21446846,0.08657126,0.0013658016,0.08564453,0.012954251,Preprints
0.19531642,0.24252053,0.16815646,0.0033042594,0.004209411,0.06197232,0.063455045,0.26106554,PubMed
0.10181415,0.5875702,0.13484585,0.052381475,0.01645241,0.0009785533,0.104312874,0.0016444746,Preprints
0.12361853,0.63182765,0.1302024,0.0029878332,0.020476947,0.0013496856,0.08728523,0.0022517291,PubMed
0.1608832,0.21548209,0.10949403,0.11470224,0.003372535,0.0016201014,0.39156923,0.0028765628,Preprints
0.1030059,0.1601709,0.0009670331,0.17706253,0.18820398,0.058998678,0.26101246,0.050578535,PubMed
0.4173289,0.13914153,0.17108852,0.039725225,0.010822446,0.14140663,0.055477552,0.025009187,PubMed
0.10497179,0.05564333,0.026691405,0.5956076,0.07249875,0.012061452,0.10090628,0.03161939,PubMed
0.30314994,0.21337849,0.13618153,0.04852859,0.21650231,0.0015117807,0.06646956,0.01427781,PubMed
0.015005456,0.16980843,0.118235335,0.24264528,0.16619134,0.0017336066,0.25795594,0.028424626,Preprints
0.0769786,0.1477867,0.000713482,0.04602406,0.15119815,0.13012534,0.41039053,0.03678314,Preprints
0.48252863,0.056078263,0.07676019,0.06002787,0.18696804,0.0466538,0.029195689,0.06178756,PubMed
0.11553644,0.26048163,0.05974075,0.19545333,0.018205874,0.0012626699,0.34729367,0.002025643,PubMed
0.08841135,0.11905793,0.1332068,0.1970387,0.1935918,0.0009896475,0.2660855,0.0016182202,PubMed
0.22731951,0.099191785,0.18259452,0.12095832,0.14059502,0.084755175,0.11758834,0.02699732,PubMed
0.04789616,0.19812627,0.12345867,0.10794592,0.018592535,0.07768052,0.40967077,0.016629132,PubMed
0.48311076,0.06538232,0.3379868,0.025237769,0.009644392,0.033850677,0.019662157,0.025125138,PubMed
0.49107596,0.21417762,0.16785721,0.020424156,0.02913675,0.001855943,0.0070902244,0.06838209,PubMed
0.29810518,0.06693887,0.16129203,0.14178495,0.056634717,0.20147306,0.07251591,0.0012552766,PubMed
0.14993298,0.15232584,0.4804799,0.028012635,0.12345994,0.039644964,0.025134759,0.0010089924,PubMed
0.19089408,0.17464295,0.0021370128,0.2518522,0.0034376509,0.014091151,0.24829407,0.11465085,Preprints
0.2809824,0.08096546,0.11508824,0.1417519,0.14690508,0.04547371,0.18640062,0.0024325883,PubMed
0.44444177,0.10401786,0.24183014,0.079128474,0.040909108,0.0318837,0.04794127,0.009847692,PubMed
0.019236142,0.04676908,0.11627367,0.5740507,0.011962295,0.101162486,0.07594236,0.05460326,PubMed
0.3230673,0.16347753,0.13087153,0.10249924,0.031478107,0.17826904,0.019565767,0.050771516,PubMed
0.23209389,0.15909912,0.07240071,0.02721944,0.016178425,0.46473756,0.004853817,0.023417074,PubMed
0.34060243,0.008462923,0.22039407,0.14466155,0.046010643,0.17896725,0.006659191,0.054241914,PubMed
0.46886316,0.065365605,0.03374628,0.047344908,0.23007527,0.0010897001,0.09550089,0.058014154,PubMed
0.49026477,0.22743678,0.024837043,0.0026455242,0.07333786,0.0013306184,0.077378035,0.10276936,Preprints
0.25493434,0.2023365,0.059932455,0.0018724157,0.41753778,0.027817719,0.033981293,0.0015874922,PubMed
0.58157146,0.06520406,0.038956847,0.05819565,0.01960776,0.098592415,0.06641774,0.07145404,PubMed
0.37832406,0.24709567,0.09087054,0.1346488,0.0018740298,0.037782595,0.057034325,0.052369967,PubMed
0.12649992,0.1431503,0.0016419396,0.002474584,0.14053236,0.0012432055,0.57304096,0.0114166755,PubMed
0.13210686,0.15335591,0.0008532928,0.0012866714,0.13741255,0.0006458332,0.5631662,0.011172655,PubMed
0.15610479,0.12188631,0.15405814,0.18478246,0.058098834,0.001878409,0.3200592,0.0031318122,PubMed
0.16164364,0.39123398,0.046203434,0.1579573,0.08910948,0.0014194488,0.12618907,0.02624365,Preprints
0.66938615,0.12955269,0.04224248,0.0043200613,0.0051391814,0.05136655,0.09444738,0.0035454452,PubMed
0.44121596,0.04570896,0.0012735311,0.0019188687,0.15051518,0.0009540222,0.2797933,0.078620195,PubMed
0.17035353,0.15914394,0.21688099,0.26676768,0.056676533,0.07136114,0.05725416,0.0015619601,Preprints
0.44661364,0.13128617,0.023587149,0.030691996,0.18836932,0.0011578256,0.17636225,0.001931693,Preprints
0.5099798,0.051900856,0.26775596,0.010295141,0.034872495,0.09854447,0.025674827,0.0009764674,PubMed
0.20757125,0.46796262,0.037200324,0.012436349,0.20100293,0.001386562,0.049808595,0.022631379,PubMed
0.08723599,0.22602427,0.024266953,0.03925862,0.18115573,0.0013833754,0.422817,0.017858112,Preprints
0.11194292,0.08740385,0.11683096,0.0017231168,0.00971891,0.6540515,0.016863558,0.0014652224,PubMed
0.39574158,0.07753516,0.078561574,0.002620338,0.040609315,0.0731227,0.069741264,0.26206806,PubMed
0.9471143,0.020351075,0.0023732095,0.0032692142,0.0036180366,0.014152673,0.0062418515,0.00287961,PubMed
0.032056164,0.12090723,0.0017911693,0.054369323,0.047869,0.0013630515,0.59316945,0.14847459,Preprints
0.067114346,0.71924603,0.02331562,0.005632687,0.14083502,0.0031138817,0.035756957,0.0049854624,PubMed
0.052339748,0.0054435525,0.001643192,0.09048618,0.017147334,0.0012518561,0.7544742,0.0772139,Preprints
0.043028846,0.0461993,0.002516594,0.0034861304,0.51831037,0.0019153595,0.3172938,0.06724964,PubMed
